央卫V4,#genre#
牟平综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=ytmpzh
栖霞综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=ytqxzh
博山新闻,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zbbsxw
高青综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zbgqzh
桓台综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zbht1
临淄新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zblzxw
沂源综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zbyyzh
张店1,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zbzd1
山亭综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zzstzh
滕州综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zztzzh
薛城新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zzxcxw
峄城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=zzyczh
惠民综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=bzhmzh
无棣综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=bzwdzh
阳信新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=bzyxxw
德州新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzxwzh
陵城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzlczh
乐陵新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzllxw
临邑1,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzly1
宁津综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dznjzh
平原综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzpyzh
庆云综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzqyzh
武城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzwczh
禹城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=dzyczh
曹县综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=hzcxzh
东明新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=hzdmxw
鄄城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=hzjczh
金乡综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jijxzh
梁山综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jilszh
曲阜新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jiqfxw
任城新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jircxw
泗水新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jissxw
鱼台新闻,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jiytxw
兖州新闻,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jiyzxw
邹城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=jizczh
茌平综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lccpzh
东昌综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lcdczh
东阿综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lcdezh
冠县综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lcgxzh
临清综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lclqzh
莘县综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lcsxzh
阳谷综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lcygzh
河东综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lyhdzh
莒南综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lyjnzh
兰陵综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lyllzh
临沭综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lyls1
平邑综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lypyzh
郯城综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lytc1
沂水综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=lyys1
莒县综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=rzjx1
东平综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=tadpzh
岱岳TV,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=tady
宁阳综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=tany1
泰山TV,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=tats
新泰综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=taxtzh
威海新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=whxwzh
威海环翠综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=whhczh
荣成综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shandong/difang.php?id=whrczh

山西地方,#genre#
山西卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxws
山西经济,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxjj
山西影视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxys
山西社会与法治,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxshfz
山西文体生活,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxwtsh
山西黄河,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sxhh
太原新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tyxwzh
太原经济生活,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tyjjsh
太原社教法制,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tysjfz
太原影视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tyys
太原文体,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tywt
太原佰乐购,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tyblg
太原教育,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/taiyuan.php?id=tyjy
太原新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=ty1
大同新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=dt1
阳泉新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=yq1
长治新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=cz1
晋城新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=jc1
朔州新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=sz1
晋中综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=jz1
运城新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=yc1
忻州综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=xz1
临汾新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=lf1
吕梁新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/shanxi.php?id=ll1
保德综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/difang.php?id=bdzh
代县综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/difang.php?id=dxzh
汾阳综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/shanxi/difang.php?id=fyzh

甘肃地方,#genre#
兰州新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/gansu/lanzhou.php?id=lzxwzh
兰州文旅,http://146.56.248.47:1366/SuanFaZhibo2026/live5/gansu/lanzhou.php?id=lzwl



海南地方,#genre#
海南卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=hnws
三沙卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=ssws
海南文旅频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=wlpd
海南自贸频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=jjpd
海南公共频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=ggpd
海南少儿频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/hainan/hainan.php?id=sepd





内蒙古地方,#genre#
内蒙古卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmws
内蒙古蒙古语卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmmyws
内蒙古新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmxwzh
内蒙古经济生活,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmjjsh
内蒙古少儿频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmse
内蒙古文体娱乐,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmwtyl
内蒙古农牧频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmnm
内蒙古蒙古语文化,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=nmwh
呼和浩特新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=hhht1
锡林郭勒,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=xlgl1
阿拉善新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=als1
巴彦淖尔,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=byle1
鄂尔多斯,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=erds1
赤峰新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=cf1
通辽新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=tl1
乌兰察布,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=wlcb1
乌海新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=wh1
呼伦贝尔新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=hlbe1
兴安新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=xa1
包头新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/neimeng/neimeng.php?id=bt1




新疆地方,#genre#
新疆卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xinjiang/xinjiang.php?id=xjws
新疆维语新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xinjiang/xinjiang.php?id=xjwyzh
新疆哈语新闻综合,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xinjiang/xinjiang.php?id=xjhyzh
新疆体育健康,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xinjiang/xinjiang.php?id=xjty
新疆少儿频道,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xinjiang/xinjiang.php?id=xjse
乌鲁木齐,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xinjiang/wulumuqi.php





西藏地方,#genre#
西藏卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xizang/xizang.php?id=xzws
藏语卫视,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xizang/xizang.php?id=xzzy
影视文化,http://146.56.248.47:1366/SuanFaZhibo2026/live5/xizang/xizang.php?id=xzys

央视频道,#genre#
CCTV1,http://61.184.46.85:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV1,http://36.36.200.196:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV1,http://113.218.204.144:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://hczn.x3322.net:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://120.202.94.181:9446/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://61.184.46.85:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV2,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV2,http://36.36.200.196:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV2,http://113.218.204.144:9002/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://hczn.x3322.net:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://61.184.46.85:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV3,http://111.221.137.155:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV3,http://36.36.200.196:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV3,http://113.218.204.144:9002/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://23.237.228.134/live5/CCTV3.m3u8
CCTV3,http://hczn.x3322.net:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://120.202.94.181:9446/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://61.184.46.85:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV4,http://111.221.137.155:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV4,http://36.36.200.196:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV4,http://113.218.204.144:9002/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://hczn.x3322.net:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://120.202.94.181:9446/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100
CCTV5,http://61.184.46.85:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV5,http://111.221.137.155:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV5,http://36.36.200.196:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV5,http://113.218.204.144:9002/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://23.237.228.134/live5/CCTV5.m3u8
CCTV5,http://23.237.228.134/live5/CCTV5p.m3u8
CCTV5+,http://61.184.46.85:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV5+,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV5+,http://36.36.200.196:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV5+,https://iptv.catvod.com/live.php?id=CCTV-5%2B
CCTV5+,https://iptv.catvod.com/live.php?id=CCTV-5%2B
CCTV5+,https://iptv.catvod.com/live.php?id=CCTV-5%2B
CCTV5+,http://hczn.x3322.net:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://120.202.94.181:9446/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://61.184.46.85:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV6,http://jiugong.wulinsy.cn:39901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$北京联通酒店
CCTV6,http://111.221.137.155:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV6,http://36.36.200.196:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV6,http://113.218.204.144:9002/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://hczn.x3322.net:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://120.202.94.181:9446/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://61.184.46.85:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV7,http://111.221.137.155:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV7,http://36.36.200.196:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV7,http://113.218.204.144:9002/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://120.202.94.181:9446/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://61.184.46.85:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV8,http://36.36.200.196:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV8,http://113.218.204.144:9002/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://tvlist.top/jd/index.php?id=cctv8&qt=tkmark.direct.quickconnect.to:8014
CCTV8,http://hczn.x3322.net:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://120.202.94.181:9446/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://111.221.137.155:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV9,http://61.184.46.85:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV9,http://111.221.137.155:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV9,http://36.36.200.196:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV9,http://113.218.204.144:9002/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://120.202.94.181:9446/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://61.184.46.85:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV10,http://111.221.137.155:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV10,http://36.36.200.196:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV10,http://113.218.204.144:9002/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://tvlist.top/jd/index.php?id=cctv10&qt=222.128.15.132:8014
CCTV10,http://hczn.x3322.net:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://120.202.94.181:9446/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://61.184.46.85:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV11,http://111.221.137.155:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV11,http://36.36.200.196:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV11,http://113.218.204.144:9002/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://69.30.246.194/live/cctv11.m3u8
CCTV11,http://120.202.94.181:9446/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://61.184.46.85:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV12,http://111.221.137.155:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV12,http://36.36.200.196:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV12,http://113.218.204.144:9002/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://69.30.246.194/live/cctv12.m3u8
CCTV12,http://120.202.94.181:9446/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://61.184.46.85:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV13,http://111.221.137.155:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV13,http://36.36.200.196:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV13,http://113.218.204.144:9002/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://111.221.137.155:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV14,http://36.36.200.196:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV14,http://113.218.204.144:9002/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://120.202.94.181:9446/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://61.184.46.85:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CCTV15,http://111.221.137.155:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV15,http://36.36.200.196:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV15,http://113.218.204.144:9002/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://120.202.94.181:9446/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV16,http://36.36.200.196:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
CCTV16,http://69.30.246.194/live/cctv16.m3u8
CCTV第一剧场,http://171.83.103.119:9999/rtp/239.69.1.74:10084
CCTV第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
CCTV世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8
CCTV央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
CCTV第一财经,http://ls.qingting.fm/live/276.m3u8
CCTV第一财经,https://cdn3.163189.xyz/163189/dycj
电视指南,http://171.83.103.119:9999/rtp/239.69.1.87:10162
CETV1,http://171.83.103.119:9999/rtp/239.69.1.110:10298
CETV1,http://112.254.55.106:22222/rtp/239.253.254.110:8000
CETV2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android
CETV4,http://112.254.55.106:22222/rtp/239.253.254.116:8000
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN记录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN纪录,http://113.218.204.144:9002/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN英语,https://english-livebkali.cgtn.com/live/encgtn.m3u8
CHC高清电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CHC家庭影院,http://61.184.46.85:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
中国交通,http://drive.mxmy.net:8888/udp/239.3.1.188:8001

卫视频道,#genre#
安徽卫视,http://111.221.137.155:44330/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
安徽卫视,http://36.36.200.196:44330/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
安徽卫视,http://113.218.204.144:9002/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
安徽卫视,http://61.184.46.85:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
北京卫视,http://61.184.46.85:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
北京卫视,http://111.221.137.155:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
北京卫视,http://36.36.200.196:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0$深圳天威720
北京卫视,http://120.202.94.181:9446/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://113.218.204.144:9002/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
